1948	1	25.385	-0.195	-0.195
1948	2	25.729	0.765	0.765
1948	3	25.758	1.701	1.701
1948	4	26.105	2.642	2.642
1948	5	26.328	4.178	4.178
1948	6	26.317	2.088	2.088
1948	7	26.073	3.096	3.096
1948	8	25.755	1.49	1.49
1948	9	25.509	0.929	0.929
1948	10	25.574	-0.067	-0.067
1948	11	24.968	-0.404	-0.404
1948	12	25.46	-1.29	-1.29
1949	1	25.31	0.478	0.478
1949	2	25.79	0.3	0.3
1949	3	25.985	1.844	1.844
1949	4	26.039	5.161	5.161
1949	5	26.466	5.354	5.354
1949	6	25.667	2.368	2.368
1949	7	25.499	3.773	3.773
1949	8	25.239	1.848	1.848
1949	9	25.424	0.957	0.957
1949	10	25.436	-0.076	-0.076
1949	11	25.185	-1.026	-1.026
1949	12	25.559	0.153	0.153
1950	1	25.831	1.117	1.117
1950	2	26.157	1.506	1.506
1950	3	26.515	2.19	2.19
1950	4	26.197	2.698	2.698
1950	5	26.099	4.805	4.805
1950	6	26.107	2.224	2.224
1950	7	25.661	2.111	2.111
1950	8	25.408	1.469	1.469
1950	9	25.367	1	1
1950	10	25.398	-0.741	-0.741
1950	11	25.336	-0.988	-0.988
1950	12	25.177	-0.394	-0.394
1951	1	25.332	0.412	0.412
1951	2	25.823	0.032	0.032
1951	3	26.09	0.646	0.646
1951	4	25.931	2.16	2.16
1951	5	25.966	3.409	3.409
1951	6	26.006	2.348	2.348
1951	7	25.75	2.907	2.907
1951	8	25.58	0.917	0.917
1951	9	25.853	1.162	1.162
1951	10	25.676	1.143	1.143
1951	11	25.628	1.072	1.072
1951	12	25.508	-0.775	-0.775
1952	1	25.784	0.259	0.259
1952	2	26.222	0.697	0.697
1952	3	26.284	2.629	2.629
1952	4	26.469	4.056	4.056
1952	5	26.742	4.266	4.266
1952	6	25.963	2.645	2.645
1952	7	25.908	1.473	1.473
1952	8	25.573	1.503	1.503
1952	9	25.538	1.58	1.58
1952	10	25.675	-0.267	-0.267
1952	11	25.443	-0.365	-0.365
1952	12	25.311	1.34	1.34
1953	1	25.691	0.894	0.894
1953	2	25.765	1.676	1.676
1953	3	26.216	2.914	2.914
1953	4	26.339	3.406	3.406
1953	5	26.217	3.047	3.047
1953	6	26.128	3.019	3.019
1953	7	25.733	2.464	2.464
1953	8	25.254	0.45	0.45
1953	9	25.695	1.628	1.628
1953	10	25.742	0.695	0.695
1953	11	25.829	-1.214	-1.214
1953	12	25.751	0.223	0.223
1954	1	26.487	0.658	0.658
1954	2	26.53	2.436	2.436
1954	3	26.781	1.981	1.981
1954	4	26.703	3.074	3.074
1954	5	26.701	4.809	4.809
1954	6	26.25	3.006	3.006
1954	7	25.993	2.992	2.992
1954	8	25.844	1.432	1.432
1954	9	25.669	1.354	1.354
1954	10	25.699	-0.38	-0.38
1954	11	25.265	-0.72	-0.72
1954	12	25.81	0.188	0.188
1955	1	25.644	0.805	0.805
1955	2	26.213	0.692	0.692
1955	3	26.269	3.017	3.017
1955	4	26.218	3.766	3.766
1955	5	26.532	3.481	3.481
1955	6	26.324	2.047	2.047
1955	7	25.702	2.483	2.483
1955	8	25.801	2.642	2.642
1955	9	25.998	2.076	2.076
1955	10	25.694	0.685	0.685
1955	11	25.45	-1.917	-1.917
1955	12	25.252	0.342	0.342
1956	1	25.665	1.092	1.092
1956	2	25.965	0.551	0.551
1956	3	26.318	2.319	2.319
1956	4	26.451	3.393	3.393
1956	5	26.362	3.29	3.29
1956	6	26.216	2.663	2.663
1956	7	25.743	1.208	1.208
1956	8	25.573	0.928	0.928
1956	9	25.773	1.533	1.533
1956	10	25.92	1.286	1.286
1956	11	25.69	0.191	0.191
1956	12	25.504	0.724	0.724
1957	1	26.122	2.015	2.015
1957	2	26.502	1.767	1.767
1957	3	26.366	2.327	2.327
1957	4	26.711	2.662	2.662
1957	5	26.884	3.663	3.663
1957	6	26.629	2.737	2.737
1957	7	26.189	2.686	2.686
1957	8	25.817	1.998	1.998
1957	9	25.61	1.444	1.444
1957	10	25.999	1.27	1.27
1957	11	26.089	1.001	1.001
1957	12	26.59	1.369	1.369
1958	1	26.349	1.941	1.941
1958	2	26.833	0.783	0.783
1958	3	26.747	2.071	2.071
1958	4	26.773	3.936	3.936
1958	5	27.061	4.254	4.254
1958	6	27.339	2.733	2.733
1958	7	26.475	1.654	1.654
1958	8	26.609	2.554	2.554
1958	9	26.437	1.94	1.94
1958	10	26.631	1.545	1.545
1958	11	26.454	-0.319	-0.319
1958	12	26.631	1.469	1.469
1959	1	26.401	0.838	0.838
1959	2	26.768	1.084	1.084
1959	3	26.797	1.845	1.845
1959	4	26.588	2.413	2.413
1959	5	27.09	3.834	3.834
1959	6	26.693	3.212	3.212
1959	7	26.316	1.481	1.481
1959	8	25.941	1.575	1.575
1959	9	26.339	1.585	1.585
1959	10	26.394	0.918	0.918
1959	11	26.476	-0.403	-0.403
1959	12	26.385	-1.035	-1.035
1960	1	26.387	-0.116	-0.116
1960	2	26.617	0.899	0.899
1960	3	26.533	1.866	1.866
1960	4	26.804	1.973	1.973
1960	5	27.291	2.886	2.886
1960	6	26.442	2.2	2.2
1960	7	26.664	2.523	2.523
1960	8	26.289	1.197	1.197
1960	9	26.219	0.932	0.932
1960	10	26.285	-0.118	-0.118
1960	11	26.287	-1.239	-1.239
1960	12	26.263	-0.758	-0.758
1961	1	26.196	0.776	0.776
1961	2	26.718	-0.177	-0.177
1961	3	26.293	2.136	2.136
1961	4	26.525	2.156	2.156
1961	5	26.686	2.814	2.814
1961	6	26.184	2.357	2.357
1961	7	25.627	2.577	2.577
1961	8	25.297	1.7	1.7
1961	9	25.38	3.006	3.006
1961	10	25.729	0.941	0.941
1961	11	25.917	-0.715	-0.715
1961	12	26.012	-0.38	-0.38
1962	1	26.184	0.3	0.3
1962	2	25.792	1.803	1.803
1962	3	26.039	1.248	1.248
1962	4	26.016	3.028	3.028
1962	5	26.622	4.204	4.204
1962	6	26.162	1.611	1.611
1962	7	25.824	1.59	1.59
1962	8	25.407	2.519	2.519
1962	9	25.827	1.769	1.769
1962	10	26.106	-0.097	-0.097
1962	11	25.748	0.104	0.104
1962	12	25.531	-0.253	-0.253
1963	1	25.831	-0.407	-0.407
1963	2	25.904	0.918	0.918
1963	3	26.211	1.994	1.994
1963	4	26.288	2.753	2.753
1963	5	26.607	3.393	3.393
1963	6	26.067	1.784	1.784
1963	7	25.725	2.184	2.184
1963	8	25.369	1.841	1.841
1963	9	25.395	0.678	0.678
1963	10	25.639	0.685	0.685
1963	11	26.137	0.737	0.737
1963	12	25.877	-0.481	-0.481
1964	1	26.857	0.53	0.53
1964	2	27.209	1.093	1.093
1964	3	26.992	1.719	1.719
1964	4	27.128	2.853	2.853
1964	5	26.798	3.484	3.484
1964	6	26.517	2.531	2.531
1964	7	26.294	2.512	2.512
1964	8	25.806	0.981	0.981
1964	9	26.232	1.072	1.072
1964	10	25.969	-0.262	-0.262
1964	11	25.462	-1.962	-1.962
1964	12	25.761	-0.509	-0.509
1965	1	26.109	-0.205	-0.205
1965	2	26.722	0.806	0.806
1965	3	26.304	1.68	1.68
1965	4	26.859	1.97	1.97
1965	5	27.158	2.632	2.632
1965	6	26.456	1.987	1.987
1965	7	25.771	1.788	1.788
1965	8	25.984	1.397	1.397
1965	9	25.914	1.086	1.086
1965	10	26.336	-0.001	-0.001
1965	11	26.394	-0.284	-0.284
1965	12	26.515	-1.929	-1.929
1966	1	26.229	-0.262	-0.262
1966	2	26.738	1.197	1.197
1966	3	26.695	0.419	0.419
1966	4	27.187	2.24	2.24
1966	5	26.846	2.734	2.734
1966	6	26.647	2.2	2.2
1966	7	26.304	1.893	1.893
1966	8	26.212	2.048	2.048
1966	9	26.211	-0.074	-0.074
1966	10	26.18	0.473	0.473
1966	11	26.364	-0.696	-0.696
1966	12	26.479	-1.542	-1.542
1967	1	26.209	-0.884	-0.884
1967	2	26.692	0.294	0.294
1967	3	26.611	1.469	1.469
1967	4	26.781	1.501	1.501
1967	5	26.97	3.057	3.057
1967	6	26.371	2.119	2.119
1967	7	26.193	1.963	1.963
1967	8	25.889	1.202	1.202
1967	9	25.898	1.29	1.29
1967	10	26.101	0.063	0.063
1967	11	26.432	0.817	0.817
1967	12	26.463	0.81	0.81
1968	1	26.429	0.58	0.58
1968	2	26.363	1.006	1.006
1968	3	27.071	1.581	1.581
1968	4	27.003	3.406	3.406
1968	5	26.642	3.787	3.787
1968	6	26.796	3.349	3.349
1968	7	26.351	2.143	2.143
1968	8	26.101	0.987	0.987
1968	9	26.263	1.378	1.378
1968	10	26.435	0.027	0.027
1968	11	26.486	-0.693	-0.693
1968	12	26.76	-0.899	-0.899
1969	1	26.906	0.213	0.213
1969	2	27.061	1.582	1.582
1969	3	27.281	2.348	2.348
1969	4	27.375	4.147	4.147
1969	5	27.475	4.345	4.345
1969	6	26.971	2.675	2.675
1969	7	26.293	1.87	1.87
1969	8	26.248	2.819	2.819
1969	9	26.09	0.943	0.943
1969	10	26.258	0.024	0.024
1969	11	26.341	-0.005	-0.005
1969	12	26.375	-0.689	-0.689
1970	1	26.681	0.829	0.829
1970	2	26.987	1.898	1.898
1970	3	27.294	2.02	2.02
1970	4	27.303	3.186	3.186
1970	5	27.207	3.573	3.573
1970	6	26.967	1.791	1.791
1970	7	26.633	1.994	1.994
1970	8	26.354	1.762	1.762
1970	9	26.265	2.155	2.155
1970	10	26.573	-0.896	-0.896
1970	11	26.475	-1.834	-1.834
1970	12	26.513	-1.521	-1.521
1971	1	26.356	0.298	0.298
1971	2	26.264	1.375	1.375
1971	3	26.272	0.767	0.767
1971	4	26.635	3.535	3.535
1971	5	26.756	3.238	3.238
1971	6	26.187	1.322	1.322
1971	7	26.101	2.826	2.826
1971	8	26.157	2.185	2.185
1971	9	26.19	1.026	1.026
1971	10	26.061	-0.166	-0.166
1971	11	25.625	-1.749	-1.749
1971	12	26.138	-0.601	-0.601
1972	1	26.192	0.282	0.282
1972	2	26.645	0.12	0.12
1972	3	26.497	1.008	1.008
1972	4	26.707	2.449	2.449
1972	5	26.811	2.92	2.92
1972	6	26.791	3.253	3.253
1972	7	26.168	1.122	1.122
1972	8	26.237	2.321	2.321
1972	9	26.2	1.55	1.55
1972	10	26.331	0.192	0.192
1972	11	26.66	-0.562	-0.562
1972	12	26.552	-0.513	-0.513
1973	1	27.103	0.803	0.803
1973	2	27.392	1.4	1.4
1973	3	27.502	2.194	2.194
1973	4	27.193	2.883	2.883
1973	5	27.044	4.718	4.718
1973	6	27.046	3.375	3.375
1973	7	26.696	1.712	1.712
1973	8	26.481	1.94	1.94
1973	9	26.574	1.952	1.952
1973	10	26.522	0.371	0.371
1973	11	26.474	-2.225	-2.225
1973	12	26.266	-1.459	-1.459
1974	1	26.143	0.316	0.316
1974	2	26.391	0.109	0.109
1974	3	26.402	1.593	1.593
1974	4	26.618	2.586	2.586
1974	5	26.719	3.973	3.973
1974	6	26.473	3.172	3.172
1974	7	26.47	3.325	3.325
1974	8	26.412	1.317	1.317
1974	9	26.469	1.87	1.87
1974	10	26.378	0.858	0.858
1974	11	26.352	-2.344	-2.344
1974	12	26.329	-0.376	-0.376
1975	1	26.663	0.208	0.208
1975	2	26.623	0.859	0.859
1975	3	26.67	1.702	1.702
1975	4	26.892	3.185	3.185
1975	5	26.866	3.674	3.674
1975	6	26.647	1.294	1.294
1975	7	26.327	2.862	2.862
1975	8	26.349	2.048	2.048
1975	9	26.524	1.835	1.835
1975	10	26.321	0.233	0.233
1975	11	26.166	-2.437	-2.437
1975	12	26.135	-1.052	-1.052
1976	1	25.906	0.289	0.289
1976	2	26.091	0.842	0.842
1976	3	26.349	1.619	1.619
1976	4	26.465	2.194	2.194
1976	5	26.411	2.971	2.971
1976	6	26.172	2.662	2.662
1976	7	26.087	1.451	1.451
1976	8	26.046	2.009	2.009
1976	9	25.777	0.574	0.574
1976	10	26.071	-0.831	-0.831
1976	11	26.214	-0.348	-0.348
1976	12	26.141	-0.574	-0.574
1977	1	26.194	-0.063	-0.063
1977	2	26.455	0.444	0.444
1977	3	26.652	1.717	1.717
1977	4	27.109	3.064	3.064
1977	5	27.169	2.566	2.566
1977	6	27.03	3.177	3.177
1977	7	26.714	1.295	1.295
1977	8	25.915	0.809	0.809
1977	9	25.867	0.224	0.224
1977	10	26.336	0.616	0.616
1977	11	26.393	0.49	0.49
1977	12	26.523	-0.619	-0.619
1978	1	26.945	-0.124	-0.124
1978	2	26.95	0.567	0.567
1978	3	27.196	1.748	1.748
1978	4	27.027	2.131	2.131
1978	5	27.433	3.081	3.081
1978	6	26.647	2.083	2.083
1978	7	26.455	1.738	1.738
1978	8	26.012	0.15	0.15
1978	9	26.05	1.005	1.005
1978	10	26.337	-1.177	-1.177
1978	11	26.288	0.431	0.431
1978	12	26.497	-0.785	-0.785
1979	1	26.734	0.511	0.511
1979	2	26.962	0.333	0.333
1979	3	27.006	1.105	1.105
1979	4	27.269	1.762	1.762
1979	5	27.175	1.714	1.714
1979	6	26.915	2.012	2.012
